7.3714
258
254.04
253.92
258.48
256.4
258.64
255.38
255.52
256
253.7
255.94
255.68
258.52
255.76
258.5
255.92
256.37
257.53
257.81
252.88
256.9
258.66
254.98
254.4
256.58
254.02
255.56
257.38
256.9
254.9
257.54
257.06
255.76
257.17
256.32
255.8
256.82
256.16
255.2
254.56
258.42
253.6
254.96
254.56
250.74
248.08
246.56
243.7
238.14
233.68
229.82
223.29
216.35
213.01
212.48
205.53
204.25
205.27
200.73
206.99
208.34
193.07
194.76
191.16
190.39
193.6
190.92
185.56
191.46
